ACCT_ID,FIRST_YR_CUSTOMER,COUNTRY,ACCT_MGR_STATUS,ACCT_REVENUE_CAT,ACCT_EMPLOYEE_CAT,ACCT_TYPE,REVENUE.MEDICAL_REVENUE_2015,REVENUE.SCIENTIFIC_REVENUE_2015,REVENUE.TECHNICAL_REVENUE_2015,REVENUE.MEDICAL_REVENUE_2016,REVENUE.SCIENTIFIC_REVENUE_2016,REVENUE.TECHNICAL_REVENUE_2016,USAGE.MEDICAL_NO_SESSIONS_2015,USAGE.SCIENTIFIC_NO_SESSIONS_2015,USAGE.TECHNICAL_NO_SESSIONS_2015,USAGE.MEDICAL_NO_SESSIONS_2016,USAGE.SCIENTIFIC_NO_SESSIONS_2016,USAGE.TECHNICAL_NO_SESSIONS_2016,USERS.USERS_2015,USERS.USERS_2016,NPS.NPS_SCORE_2015,NPS.NPS_SCORE_2016,Calc.TotalRevenue2015,Calc.TotalRevenue2016,Calc.IsLapsed
79598906,2014,NETHERLANDS,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Corporate,57,38,47.5,155.61,107.73,131.67,1,1,2,3,79,22,1,3,9,,142.5,395.01,0
19056508,2014,SPAIN,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Academic,60,0,50,63,0,52.5,20,,18,1,,4,1,1,8,,110,115.5,0
15581393,2012,GERMANY,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,57,38,47.5,0,0,0,4,,1,,,,1,0,,,142.5,0,1
19175445,2015,FRANCE,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Corporate,0,136,164,0,0,0,,18,77,,,,4,0,8,,300,0,1
15588169,2016,RUSSIA,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic,0,0,0,200.64,142.12,171.38,,,,127,7,13,0,4,,7,0,514.14,0
19327495,2013,SPAIN,MANAGER,$500m-$1bn,501 - 1000 employees,Research,57,38,47.5,155.61,107.73,131.67,2,2,1,13,8,23,1,3,8,,142.5,395.01,0
79818228,2013,UNITED STATES,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Academic,112,0,94,117.6,0,98.7,1,,50,11,,,2,2,,,206,216.3,0
19844802,2015,SPAIN,SENIOR MANAGER,$20-$50m,51 - 100 employees,Corporate,57,38,47.5,63,0,52.5,2,10,,4,,21,1,1,8,9,142.5,115.5,0
15596180,2016,NETHERLANDS,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Research,0,0,0,66,0,55,,,,6,,36,0,1,,,0,121,0
19913471,2014,UNITED STATES,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Corporate,60,0,50,0,79.8,0,11,,9,,58,,1,2,8,9,110,79.8,0
15596766,2016,RUSSIA,SENIOR MANAGER,Less than $20m,0 - 10 employees,Academic,0,0,0,0,0,55,,,,,,4,0,1,,9,0,55,0
20717116,2015,UNITED STATES,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Corporate,0,0,228,0,201.6,0,,,6,,12,,6,6,8,,228,201.6,0
80379557,2015,UNITED KINGDOM,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Academic,60,0,0,117.6,0,0,1,,,32,,,1,2,9,,60,117.6,0
20940344,2013,UNITED STATES,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Corporate,176.64,125.12,150.88,255.02,185.47,220.25,113,,2,20,73,110,4,6,8,,452.64,660.74,0
15599500,2015,UNITED STATES,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Academic,57,38,47.5,163.8,0,138.6,7,,,,,38,1,3,,,142.5,302.4,0
20983059,2015,RUSSIA,MANAGER,$50-$100m,51 - 100 employees,Academic,0,192,228,277.2,0,239.4,,33,38,79,,130,6,6,8,10,420,516.6,0
15604398,2015,RUSSIA,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Corporate,300,0,0,0,210,0,65,,,,195,,5,5,,,300,210,0
21319007,2015,GERMANY,SENIOR MANAGER,$50-$100m,100 - 500 employees,Academic,0,0,50,0,113.4,0,,,12,,114,,1,3,8,5,50,113.4,0
80387755,2012,RUSSIA,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic,57,38,47.5,63,42,0,1,4,,2,,,1,1,,10,142.5,105,0
21447543,2015,NETHERLANDS,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Academic,0,0,50,163.8,0,0,,,21,,,,1,3,8,,50,163.8,0
15611778,2016,FRANCE,HEAD OF FUNCTION,$1bn+,5000+ employees,Research,0,0,0,0,44,0,,,,,7,,0,1,,,0,44,0
22108013,2014,NETHERLANDS,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Academic,57,38,47.5,117.6,0,98.7,5,2,17,33,,17,1,2,8,9,142.5,216.3,0
15616237,2016,GERMANY,MANAGER,Less than $20m,0 - 10 employees,Research,0,0,0,62.7,41.8,52.25,,,,13,23,2,0,1,,10,0,156.75,0
22159240,2012,UNITED KINGDOM,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Academic,57,38,47.5,0,0,0,4,,,,,,1,0,8,,142.5,0,1
22271038,2015,IRELAND,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Academic,264,192,0,277.2,0,239.4,53,30,,36,,47,6,6,8,,456,516.6,0
15618573,2013,FRANCE,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Research,300,0,250,0,210,262.5,24,,,,10,115,5,5,,,550,472.5,0
22937884,2012,UNITED KINGDOM,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Research,57,38,47.5,117.6,79.8,0,4,3,4,4,5,,1,2,8,8,142.5,197.4,0
15622395,2014,UNITED KINGDOM,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Research,60,0,50,0,0,52.5,2,,2,,,14,1,1,9,9,110,52.5,0
23858912,2013,SPAIN,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Corporate,273,182,227.5,0,0,0,9,24,11,,,,5,0,8,,682.5,0,1
80703111,2012,GERMANY,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Research,60,0,50,0,0,0,1,,5,,,,1,0,,,110,0,1
24925190,2015,IRELAND,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Corporate,0,0,164,0,0,172.2,,,152,,,164,4,4,8,,164,172.2,0
15628581,2014,SPAIN,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Academic,57,38,47.5,63,0,52.5,10,9,5,,,11,1,1,,,142.5,115.5,0
25256488,2012,NETHERLANDS,BOARD DIRECTOR,$1bn+,5000+ employees,Corporate,105.28,71.44,88.36,110.54,75.01,92.78,22,1,8,38,4,,2,2,8,,265.08,278.33,0
25816887,2012,RUSSIA,MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate,264,0,0,0,0,0,36,,,,,,6,0,8,,264,0,1
80784109,2013,UNITED STATES,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Corporate,60,0,0,0,0,0,1,,,,,,1,0,,,60,0,1
25851367,2015,RUSSIA,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Corporate,60,0,50,0,0,98.7,2,,33,,,20,1,2,8,,110,98.7,0
15638173,2015,NETHERLANDS,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Academic,0,192,228,0,0,239.4,,47,36,,,144,6,6,,,420,239.4,0
26549183,2013,UNITED STATES,MANAGER,$500m-$1bn,501 - 1000 employees,Academic,60,0,50,163.8,113.4,0,,,1,70,34,,1,3,8,,110,277.2,0
15650719,2016,NETHERLANDS,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate,0,0,0,275.88,200.64,238.26,,,,15,7,103,0,6,,9,0,714.78,0
80848052,2014,GERMANY,SENIOR MANAGER,$50-$100m,51 - 100 employees,Corporate,57,38,47.5,111.72,75.81,93.77,1,,,58,15,8,1,2,,,142.5,281.3,0
27223604,2013,UNITED STATES,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic,60,0,50,0,113.4,0,10,,7,,135,,1,3,8,,110,113.4,0
15655437,2016,NETHERLANDS,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Corporate,0,0,0,62.7,41.8,52.25,,,,9,22,11,0,1,,,0,156.75,0
27475073,2015,SPAIN,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Academic,0,136,164,0,142.8,172.2,,4,19,,64,23,4,4,8,,300,315,0
15660924,2015,UNITED KINGDOM,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Research,57,38,47.5,0,42,52.5,4,5,12,,5,,1,1,,,142.5,94.5,0
28045624,2012,GERMANY,HEAD OF FUNCTION,$1bn+,5000+ employees,Research,57,38,47.5,63,0,52.5,6,1,16,3,,4,1,1,8,,142.5,115.5,0
81068582,2014,UNITED STATES,MANAGER,$500m-$1bn,501 - 1000 employees,Research,237.6,172.8,205.2,249.48,181.44,215.46,1,45,7,21,11,27,6,6,8,,615.6,646.38,0
15663346,2016,UNITED KINGDOM,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Corporate,0,0,0,330,0,275,,,,172,,43,0,5,,,0,605,0
15664455,2014,IRELAND,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Academic,57,38,47.5,0,0,0,7,1,2,,,,1,0,,,142.5,0,1
29290920,2013,GERMANY,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Corporate,57,38,47.5,117.6,0,98.7,,3,8,4,,15,1,2,8,,142.5,216.3,0
81170431,2015,SPAIN,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Corporate,57,38,47.5,163.8,0,138.6,1,5,,53,,45,1,3,9,,142.5,302.4,0
29601239,2013,UNITED STATES,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Academic,57,38,47.5,0,0,0,11,3,6,,,,1,0,8,,142.5,0,1
15668115,2012,SPAIN,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,156,0,0,0,0,0,42,,,,,,3,0,,,156,0,1
29767874,2014,RUSSIA,HEAD OF FUNCTION,$1bn+,5000+ employees,Corporate,57,38,47.5,111.72,75.81,93.77,4,,7,37,24,,1,2,8,,142.5,281.3,0
15675783,2015,UNITED KINGDOM,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Corporate,60,0,0,0,0,52.5,2,,,,,44,1,1,,,60,52.5,0
15688885,2014,UNITED KINGDOM,SENIOR MANAGER,Less than $20m,11 - 50 employees,Corporate,156,0,132,0,113.4,0,3,,35,,120,,3,3,,,288,113.4,0
32304512,2015,FRANCE,SENIOR MANAGER,Less than $20m,0 - 10 employees,Research,0,200,250,277.2,0,239.4,,24,6,3,,14,5,6,8,,450,516.6,0
15694570,2016,IRELAND,SENIOR MANAGER,$20-$50m,11 - 50 employees,Academic,0,0,0,66,44,0,,,,20,5,,0,1,,,0,110,0
32726922,2015,FRANCE,MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate,0,0,164,0,201.6,0,,,144,,66,,4,6,8,,164,201.6,0
81235973,2012,GERMANY,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Research,57,38,47.5,155.61,107.73,131.67,1,,,23,23,9,1,3,,,142.5,395.01,0
15700731,2015,IRELAND,MANAGER,$50-$100m,100 - 500 employees,Research,264,0,0,0,201.6,0,48,,,,126,,6,6,,,264,201.6,0
32944739,2015,IRELAND,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Academic,60,40,0,0,0,0,,13,,,,,1,0,8,,100,0,1
15713301,2016,RUSSIA,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,0,0,0,62.7,41.8,52.25,,,,7,,,0,1,,,0,156.75,0
32989974,2015,UNITED KINGDOM,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Academic,0,0,250,0,201.6,0,,,40,,216,,5,6,8,7,250,201.6,0
81521532,2012,UNITED KINGDOM,HEAD OF FUNCTION,$1bn+,5000+ employees,Corporate,57,38,47.5,59.85,39.9,49.88,1,4,3,4,37,3,1,1,,8,142.5,149.63,0
33815538,2015,GERMANY,MANAGER,$1bn+,1001 - 5000 employees,Corporate,0,0,228,0,201.6,0,,,84,,270,,6,6,8,,228,201.6,0
15714966,2016,SPAIN,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Corporate,0,0,0,0,149.6,0,,,,,28,,0,4,,,0,149.6,0
34542521,2015,SPAIN,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Corporate,60,0,0,117.6,0,0,2,,,58,,,1,2,8,10,60,117.6,0
15717356,2013,FRANCE,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Corporate,60,0,0,0,0,0,11,,,,,,1,0,,,60,0,1
34675442,2015,SPAIN,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Corporate,57,38,47.5,63,42,0,3,6,,3,20,,1,1,8,,142.5,105,0
81598971,2012,UNITED STATES,MANAGER,$100-$500m,100 - 500 employees,Academic,57,38,47.5,163.8,113.4,0,1,7,,5,21,,1,3,,10,142.5,277.2,0
34695261,2013,RUSSIA,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Research,57,38,47.5,63,42,0,16,,4,10,31,,1,1,8,,142.5,105,0
15721868,2012,SPAIN,SENIOR MANAGER,$20-$50m,51 - 100 employees,Academic,60,0,50,0,0,0,2,,1,,,,1,0,,,110,0,1
35020007,2013,BELGIUM,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Research,237.6,172.8,205.2,249.48,181.44,215.46,8,24,15,62,88,22,6,6,8,,615.6,646.38,0
15726984,2016,NETHERLANDS,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research,0,0,0,313.5,209,261.25,,,,15,,54,0,5,,,0,783.75,0
35061436,2014,FRANCE,SENIOR MANAGER,$50-$100m,51 - 100 employees,Academic,57,38,47.5,0,42,52.5,7,5,,,3,35,1,1,8,6,142.5,94.5,0
81869269,2015,RUSSIA,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate,57,38,47.5,0,42,52.5,1,,,,16,26,1,1,9,,142.5,94.5,0
35258955,2013,UNITED STATES,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Academic,237.6,172.8,205.2,0,201.6,239.4,42,48,4,,9,141,6,6,8,7,615.6,441,0
15729905,2012,FRANCE,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Academic,57,38,47.5,0,0,0,6,,,,,,1,0,,,142.5,0,1
35375385,2013,UNITED KINGDOM,MANAGER,$100-$500m,100 - 500 employees,Research,237.6,172.8,205.2,277.2,0,239.4,33,8,6,2,,15,6,6,8,,615.6,516.6,0
15736038,2015,FRANCE,SENIOR MANAGER,$50-$100m,100 - 500 employees,Research,264,192,0,277.2,201.6,0,11,90,,4,67,,6,6,9,8,456,478.8,0
36080672,2013,RUSSIA,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Academic,264,0,228,277.2,201.6,0,22,,25,164,63,,6,6,8,,492,478.8,0
82282663,2012,RUSSIA,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Research,57,38,47.5,0,0,0,1,,4,,,,1,0,,,142.5,0,1
36847812,2014,SPAIN,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Corporate,57,38,47.5,117.6,79.8,0,,,,31,58,,1,2,8,8,142.5,197.4,0
15739828,2015,UNITED KINGDOM,MANAGER,$100-$500m,501 - 1000 employees,Corporate,0,136,164,0,0,172.2,,2,13,,,,4,4,,7,300,172.2,0
36878207,2013,IRELAND,SENIOR MANAGER,$20-$50m,11 - 50 employees,Corporate,60,0,50,0,42,0,2,,2,,15,,1,1,8,,110,42,0
15743188,2012,UNITED KINGDOM,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Research,192,0,164,0,210,262.5,64,,55,,80,24,4,5,,,356,472.5,0
36922042,2014,GERMANY,BOARD DIRECTOR,$100-$500m,100 - 500 employees,Academic,60,0,50,63,0,52.5,12,,7,,,6,1,1,8,,110,115.5,0
82320369,2014,FRANCE,BOARD DIRECTOR,$1bn+,5000+ employees,Academic,60,0,50,117.6,0,98.7,1,,2,48,,15,1,2,,10,110,216.3,0
36934673,2014,UNITED KINGDOM,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Corporate,264,0,228,277.2,0,239.4,51,,38,261,,8,6,6,8,,492,516.6,0
15748061,2015,RUSSIA,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Academic,60,40,0,0,0,0,7,10,,,,,1,0,,,100,0,1
37359810,2014,SPAIN,MANAGER,$50-$100m,100 - 500 employees,Academic,273,182,227.5,286.65,191.1,238.88,2,6,1,42,18,3,5,5,8,,682.5,716.63,0
82334458,2013,UNITED KINGDOM,SENIOR MANAGER,$50-$100m,51 - 100 employees,Research,60,0,50,0,42,0,1,,14,,15,,1,1,8,,110,42,0
37384921,2015,IRELAND,SENIOR MANAGER,$100-$500m,100 - 500 employees,Research,57,38,47.5,111.72,75.81,93.77,,,2,49,16,4,1,2,8,7,142.5,281.3,0
15752782,2015,NETHERLANDS,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Research,192,0,0,0,0,172.2,60,,,,,48,4,4,,,192,172.2,0
37638065,2013,RUSSIA,MANAGER,Less than $20m,0 - 10 employees,Academic,237.6,172.8,205.2,277.2,0,239.4,28,10,15,60,,107,6,6,8,7,615.6,516.6,0
15766513,2012,UNITED STATES,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate,57,38,47.5,0,0,0,3,,,,,,1,0,,,142.5,0,1
37895189,2015,GERMANY,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Academic,112,0,0,201.6,0,0,28,,,64,,,2,4,8,,112,201.6,0
82481620,2014,FRANCE,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Research,60,0,50,63,0,52.5,1,,3,30,,10,1,1,,,110,115.5,0
37972104,2015,RUSSIA,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Academic,60,0,50,163.8,0,0,,,,75,,,1,3,8,,110,163.8,0
15770963,2015,UNITED STATES,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Research,0,0,50,0,0,98.7,,,13,,,72,1,2,,,50,98.7,0
37973984,2012,FRANCE,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Research,145.08,100.44,122.76,0,0,0,2,,15,,,,3,0,8,,368.28,0,1
15776174,2015,GERMANY,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Research,60,40,0,0,0,0,10,,,,,,1,0,,,100,0,1
38033090,2012,FRANCE,MANAGER,$20-$50m,11 - 50 employees,Corporate,60,0,50,0,0,0,,,3,,,,1,0,8,,110,0,1
82573691,2014,RUSSIA,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Corporate,156,0,132,0,113.4,0,1,,49,,126,,3,3,,,288,113.4,0
38101711,2015,RUSSIA,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Corporate,0,40,50,0,0,0,,,15,,,,1,0,8,,90,0,1
15787241,2012,RUSSIA,SENIOR MANAGER,$20-$50m,11 - 50 employees,Corporate,176.64,125.12,150.88,185.47,131.38,158.42,15,,,35,73,46,4,4,,,452.64,475.27,0
38545926,2012,FRANCE,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Academic,60,0,50,0,0,0,,,1,,,,1,0,8,,110,0,1
15802766,2016,UNITED STATES,BOARD DIRECTOR,$1bn+,5000+ employees,Research,0,0,0,62.7,41.8,52.25,,,,,,1,0,1,,,0,156.75,0
38571771,2015,UNITED KINGDOM,MANAGER,$50-$100m,100 - 500 employees,Academic,0,0,50,0,0,138.6,,,16,,,66,1,3,8,2,50,138.6,0
83237659,2014,SPAIN,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Research,60,0,50,0,0,98.7,1,,4,,,84,1,2,,10,110,98.7,0
38751382,2014,UNITED STATES,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Corporate,57,38,47.5,59.85,39.9,49.88,8,12,5,4,6,2,1,1,8,,142.5,149.63,0
15822517,2013,RUSSIA,BOARD DIRECTOR,$1bn+,5000+ employees,Corporate,60,0,50,63,0,52.5,,,,,,34,1,1,,,110,115.5,0
39197366,2013,RUSSIA,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Academic,60,0,50,63,0,52.5,,,,22,,2,1,1,8,,110,115.5,0
83526154,2014,RUSSIA,SENIOR MANAGER,$100-$500m,100 - 500 employees,Corporate,60,0,50,0,0,52.5,1,,2,,,44,1,1,10,7,110,52.5,0
39231449,2012,UNITED KINGDOM,SENIOR MANAGER,$1bn+,5000+ employees,Research,57,38,47.5,59.85,39.9,49.88,,5,,6,9,1,1,1,8,,142.5,149.63,0
39530620,2012,GERMANY,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Research,57,38,47.5,155.61,107.73,131.67,17,7,2,39,,1,1,3,8,,142.5,395.01,0
15842557,2015,UNITED STATES,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Corporate,60,0,50,0,113.4,0,13,,12,,108,,1,3,,,110,113.4,0
83657181,2014,SPAIN,SENIOR MANAGER,$20-$50m,51 - 100 employees,Academic,60,0,0,0,0,0,1,,,,,,1,0,10,,60,0,1
40216358,2014,FRANCE,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Corporate,57,38,47.5,111.72,75.81,93.77,15,3,3,24,12,11,1,2,8,,142.5,281.3,0
15845934,2014,NETHERLANDS,MANAGER,$500m-$1bn,1001 - 5000 employees,Research,156,0,132,201.6,0,0,29,,3,164,,,3,4,,,288,201.6,0
40224761,2015,UNITED STATES,MANAGER,$1bn+,1001 - 5000 employees,Academic,57,38,47.5,163.8,0,138.6,17,3,1,21,,92,1,3,8,,142.5,302.4,0
15846839,2016,SPAIN,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Academic,0,0,0,66,0,55,,,,12,,5,0,1,,,0,121,0
40571006,2015,GERMANY,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Academic,60,0,50,0,0,52.5,8,,4,,,42,1,1,8,9,110,52.5,0
83783696,2012,UNITED STATES,SENIOR MANAGER,$20-$50m,51 - 100 employees,Research,57,38,47.5,0,0,0,1,4,,,,,1,0,,,142.5,0,1
40617787,2015,BELGIUM,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Research,60,0,50,163.8,113.4,0,7,,,50,75,,1,3,8,,110,277.2,0
15847126,2015,RUSSIA,SENIOR MANAGER,$1bn+,1001 - 5000 employees,Corporate,60,0,0,0,0,0,12,,,,,,1,0,,,60,0,1
41164613,2013,BELGIUM,SENIOR MANAGER,$100-$500m,100 - 500 employees,Corporate,300,0,250,0,0,262.5,11,,23,,,35,5,5,8,,550,262.5,0
15851856,2012,UNITED STATES,MANAGER,$1bn+,5000+ employees,Research,57,38,47.5,0,0,0,8,3,1,,,,1,0,,,142.5,0,1
41319409,2014,UNITED KINGDOM,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Research,57,38,47.5,0,42,52.5,12,9,2,,24,8,1,1,8,,142.5,94.5,0
83943979,2013,RUSSIA,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Research,57,38,47.5,0,0,0,1,3,,,,,1,0,10,,142.5,0,1
41972719,2012,UNITED STATES,MANAGER,$500m-$1bn,501 - 1000 employees,Academic,237.6,172.8,205.2,249.48,181.44,215.46,34,3,76,63,3,64,6,6,8,,615.6,646.38,0
15858762,2015,UNITED KINGDOM,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Academic,57,38,47.5,0,79.8,98.7,5,,14,,18,47,1,2,,,142.5,178.5,0
42083795,2013,FRANCE,SENIOR MANAGER,$20-$50m,11 - 50 employees,Research,60,0,0,0,0,0,20,,,,,,1,0,8,,60,0,1
42331892,2015,FRANCE,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Academic,60,40,0,0,0,0,10,3,,,,,1,0,8,,100,0,1
84044508,2014,UNITED STATES,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Research,57,38,47.5,59.85,39.9,49.88,1,,6,8,1,10,1,1,,,142.5,149.63,0
42678080,2015,UNITED KINGDOM,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Corporate,105.28,71.44,88.36,153.97,106.6,130.28,25,8,9,31,53,13,2,3,8,,265.08,390.85,0
15875883,2015,GERMANY,SENIOR MANAGER,$20-$50m,51 - 100 employees,Corporate,0,0,132,0,113.4,0,,,78,,60,,3,3,,,132,113.4,0
43981140,2015,SPAIN,MANAGER,$500m-$1bn,501 - 1000 employees,Research,0,136,164,0,142.8,172.2,,12,31,,40,43,4,4,8,,300,315,0
15890959,2016,UNITED KINGDOM,MANAGER,$1bn+,5000+ employees,Academic,0,0,0,66,44,0,,,,4,15,,0,1,,8,0,110,0
43981645,2014,SPAIN,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Corporate,192,0,164,277.2,0,0,7,,,258,,,4,6,8,8,356,277.2,0
84234395,2013,IRELAND,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Corporate,60,0,50,163.8,0,138.6,1,,24,43,,7,1,3,,,110,302.4,0
44010125,2013,FRANCE,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic,60,0,50,163.8,0,0,6,,11,12,,,1,3,8,,110,163.8,0
15896839,2016,UNITED STATES,MANAGER,Less than $20m,0 - 10 employees,Research,0,0,0,0,44,55,,,,,2,4,0,1,,,0,99,0
44207299,2012,NETHERLANDS,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Corporate,57,38,47.5,163.8,0,138.6,30,3,6,32,,12,1,3,8,0,142.5,302.4,0
15905401,2015,SPAIN,HEAD OF FUNCTION,$100-$500m,100 - 500 employees,Academic,57,38,47.5,111.72,75.81,93.77,2,,,5,4,24,1,2,,,142.5,281.3,0
44308496,2013,GERMANY,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Research,57,38,47.5,0,0,0,,3,,,,,1,0,8,,142.5,0,1
84336897,2013,UNITED KINGDOM,MANAGER,$20-$50m,11 - 50 employees,Corporate,145.08,100.44,122.76,0,0,0,1,6,21,,,,3,0,,,368.28,0,1
44735813,2015,UNITED STATES,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Academic,0,0,250,0,210,0,,,80,,110,,5,5,8,,250,210,0
15908102,2016,NETHERLANDS,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Research,0,0,0,0,149.6,180.4,,,,,48,16,0,4,,,0,330,0
44760487,2015,NETHERLANDS,SENIOR MANAGER,$50-$100m,51 - 100 employees,Research,0,40,50,0,0,0,,,14,,,,1,0,8,,90,0,1
15908895,2015,NETHERLANDS,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Research,0,0,228,0,201.6,0,,,78,,174,,6,6,,,228,201.6,0
44868265,2012,UNITED STATES,SENIOR MANAGER,$50-$100m,100 - 500 employees,Corporate,156,0,0,0,0,0,6,,,,,,3,0,8,,156,0,1
84536610,2014,UNITED STATES,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Research,57,38,47.5,0,0,0,1,,,,,,1,0,,,142.5,0,1
45190130,2013,RUSSIA,MANAGER,$500m-$1bn,501 - 1000 employees,Research,57,38,47.5,163.8,0,138.6,7,,3,64,,64,1,3,8,7,142.5,302.4,0
15917074,2014,NETHERLANDS,SENIOR MANAGER,Less than $20m,11 - 50 employees,Corporate,105.28,71.44,88.36,0,79.8,98.7,30,4,3,,19,19,2,2,,,265.08,178.5,0
45192276,2015,NETHERLANDS,MANAGER,$1bn+,1001 - 5000 employees,Research,300,200,0,315,0,262.5,100,4,,180,,9,5,5,8,,500,577.5,0
15940573,2014,NETHERLANDS,MANAGER,$100-$500m,501 - 1000 employees,Corporate,0,40,50,0,0,0,,,,,,,1,0,,,90,0,1
